"icd10cm","icd10cm_str","phecode","phecode_str","exclude_range","exclude_name","leaf","rollup"
"H16.072","Perforated corneal ulcer, left eye","370.1","Corneal ulcer","369-374.99","sense organs","1","1"
"H16.053","Mooren's corneal ulcer, bilateral","370.1","Corneal ulcer","369-374.99","sense organs","1","1"
"H16.073","Perforated corneal ulcer, bilateral","370.1","Corneal ulcer","369-374.99","sense organs","1","1"
"H16.061","Mycotic corneal ulcer, right eye","370.1","Corneal ulcer","369-374.99","sense organs","1","1"
"H16.02","Ring corneal ulcer","370.1","Corneal ulcer","369-374.99","sense organs","1","1"
"H16.043","Marginal corneal ulcer, bilateral","370.1","Corneal ulcer","369-374.99","sense organs","1","1"
"H16.041","Marginal corneal ulcer, right eye","370.1","Corneal ulcer","369-374.99","sense organs","1","1"
"H16.059","Mooren's corneal ulcer, unspecified eye","370.1","Corneal ulcer","369-374.99","sense organs","1","1"
"H16.002","Unspecified corneal ulcer, left eye","370.1","Corneal ulcer","369-374.99","sense organs","1","1"
"H16.022","Ring corneal ulcer, left eye","370.1","Corneal ulcer","369-374.99","sense organs","1","1"
"H16.051","Mooren's corneal ulcer, right eye","370.1","Corneal ulcer","369-374.99","sense organs","1","1"
"H16.011","Central corneal ulcer, right eye","370.1","Corneal ulcer","369-374.99","sense organs","1","1"
"G93.3","Postviral fatigue syndrome","798.1","Chronic fatigue syndrome","798-798.99","symptoms","1","1"
"R53.82","Chronic fatigue, unspecified","798.1","Chronic fatigue syndrome","798-798.99","symptoms","1","1"
"M12.80","Other specific arthropathies, not elsewhere classified, unspecified site","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.642","Enteropathic arthropathies, left hand","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.871","Other specific arthropathies, not elsewhere classified, right ankle and foot","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.811","Other specific arthropathies, not elsewhere classified, right shoulder","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.641","Enteropathic arthropathies, right hand","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.87","Other specific arthropathies, not elsewhere classified, ankle and foot","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.861","Other specific arthropathies, not elsewhere classified, right knee","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12","Other and unspecified arthropathy","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.629","Enteropathic arthropathies, unspecified elbow","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.672","Enteropathic arthropathies, left ankle and foot","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.812","Other specific arthropathies, not elsewhere classified, left shoulder","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.661","Enteropathic arthropathies, right knee","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.859","Other specific arthropathies, not elsewhere classified, unspecified hip","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.662","Enteropathic arthropathies, left knee","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.821","Other specific arthropathies, not elsewhere classified, right elbow","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.61","Enteropathic arthropathies, shoulder","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.69","Enteropathic arthropathies, multiple sites","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.819","Other specific arthropathies, not elsewhere classified, unspecified shoulder","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.822","Other specific arthropathies, not elsewhere classified, left elbow","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.841","Other specific arthropathies, not elsewhere classified, right hand","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.9","Arthropathy, unspecified","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.649","Enteropathic arthropathies, unspecified hand","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.68","Enteropathic arthropathies, vertebrae","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.832","Other specific arthropathies, not elsewhere classified, left wrist","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.82","Other specific arthropathies, not elsewhere classified, elbow","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.621","Enteropathic arthropathies, right elbow","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.652","Enteropathic arthropathies, left hip","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.64","Enteropathic arthropathies, hand","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.869","Other specific arthropathies, not elsewhere classified, unspecified knee","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.851","Other specific arthropathies, not elsewhere classified, right hip","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.679","Enteropathic arthropathies, unspecified ankle and foot","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.849","Other specific arthropathies, not elsewhere classified, unspecified hand","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.842","Other specific arthropathies, not elsewhere classified, left hand","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.831","Other specific arthropathies, not elsewhere classified, right wrist","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.86","Other specific arthropathies, not elsewhere classified, knee","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.81","Other specific arthropathies, not elsewhere classified, shoulder","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.839","Other specific arthropathies, not elsewhere classified, unspecified wrist","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.659","Enteropathic arthropathies, unspecified hip","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.632","Enteropathic arthropathies, left wrist","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.829","Other specific arthropathies, not elsewhere classified, unspecified elbow","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.88","Other specific arthropathies, not elsewhere classified, other specified site","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.669","Enteropathic arthropathies, unspecified knee","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M02.2","Postimmunization arthropathy","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.872","Other specific arthropathies, not elsewhere classified, left ankle and foot","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.622","Enteropathic arthropathies, left elbow","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.89","Other specific arthropathies, not elsewhere classified, multiple sites","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.852","Other specific arthropathies, not elsewhere classified, left hip","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M02.0","Arthropathy following intestinal bypass","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.84","Other specific arthropathies, not elsewhere classified, hand","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.631","Enteropathic arthropathies, right wrist","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.879","Other specific arthropathies, not elsewhere classified, unspecified ankle and foot","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.66","Enteropathic arthropathies, knee","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.60","Enteropathic arthropathies, unspecified site","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M25.8","Other specified joint disorders","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.639","Enteropathic arthropathies, unspecified wrist","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.67","Enteropathic arthropathies, ankle and foot","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.862","Other specific arthropathies, not elsewhere classified, left knee","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.63","Enteropathic arthropathies, wrist","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.62","Enteropathic arthropathies, elbow","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.651","Enteropathic arthropathies, right hip","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.612","Enteropathic arthropathies, left shoulder","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.65","Enteropathic arthropathies, hip","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.611","Enteropathic arthropathies, right shoulder","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.83","Other specific arthropathies, not elsewhere classified, wrist","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M12.85","Other specific arthropathies, not elsewhere classified, hip","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.671","Enteropathic arthropathies, right ankle and foot","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"M07.619","Enteropathic arthropathies, unspecified shoulder","716.9","Arthropathy NOS","710-716.99","musculoskeletal","1","1"
"I95.9","Hypotension, unspecified","458.9","Hypotension NOS","458-459.99","circulatory system","1","1"
"I95","Hypotension","458.9","Hypotension NOS","458-459.99","circulatory system","1","1"
"I95.89","Other hypotension","458.9","Hypotension NOS","458-459.99","circulatory system","1","1"
"I95.0","Idiopathic hypotension","458.9","Hypotension NOS","458-459.99","circulatory system","1","1"
"M35.0","Sicca syndrome [Sjögren]","709.2","Sicca syndrome","690-697.99, 708-709.","dermatologic","1","1"
"M35.09","Sicca syndrome with other organ involvement","709.2","Sicca syndrome","690-697.99, 708-709.","dermatologic","1","1"
"M35.02","Sicca syndrome with lung involvement","709.2","Sicca syndrome","690-697.99, 708-709.","dermatologic","1","1"
"M35.03","Sicca syndrome with myopathy","709.2","Sicca syndrome","690-697.99, 708-709.","dermatologic","1","1"
"M35.04","Sicca syndrome with tubulo-interstitial nephropathy","709.2","Sicca syndrome","690-697.99, 708-709.","dermatologic","1","1"
"M35.00","Sicca syndrome, unspecified","709.2","Sicca syndrome","690-697.99, 708-709.","dermatologic","1","1"
"M35.01","Sicca syndrome with keratoconjunctivitis","709.2","Sicca syndrome","690-697.99, 708-709.","dermatologic","1","1"
"Q39.1","Atresia of esophagus with tracheo-esophageal fistula","750.11","Esophageal atresia/tracheoesophageal fistula","750-751.99","congenital anomalies","1","1"
"Q39.3","Congenital stenosis and stricture of esophagus","750.11","Esophageal atresia/tracheoesophageal fistula","750-751.99","congenital anomalies","1","1"
"Q39.4","Esophageal web","750.11","Esophageal atresia/tracheoesophageal fistula","750-751.99","congenital anomalies","1","1"
"Q39.2","Congenital tracheo-esophageal fistula without atresia","750.11","Esophageal atresia/tracheoesophageal fistula","750-751.99","congenital anomalies","1","1"
"Q39.0","Atresia of esophagus without fistula","750.11","Esophageal atresia/tracheoesophageal fistula","750-751.99","congenital anomalies","1","1"
"H26.411","Soemmering's ring, right eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.31","Drug-induced cataract, right eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.49","Other secondary cataract","366","Cataract","366-366.99","sense organs","0","1"
"H26.3","Drug-induced cataract","366","Cataract","366-366.99","sense organs","0","1"
"H26.32","Drug-induced cataract, left eye","366","Cataract","366-366.99","sense organs","0","1"
"H26","Other cataract","366","Cataract","366-366.99","sense organs","0","1"
"H59.021","Cataract (lens) fragments in eye following cataract surgery, right eye","366","Cataract","366-366.99","sense organs","0","1"
"Z98.4","Cataract extraction status","366","Cataract","366-366.99","sense organs","0","1"
"H28","Cataract in diseases classified elsewhere","366","Cataract","366-366.99","sense organs","0","1"
"H26.492","Other secondary cataract, left eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.212","Cataract with neovascularization, left eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.8","Other specified cataract","366","Cataract","366-366.99","sense organs","0","1"
"H26.40","Unspecified secondary cataract","366","Cataract","366-366.99","sense organs","0","1"
"H59.02","Cataract (lens) fragments in eye following cataract surgery","366","Cataract","366-366.99","sense organs","0","1"
"E08.36","Diabetes mellitus due to underlying condition with diabetic cataract","366","Cataract","366-366.99","sense organs","0","1"
"H26.231","Glaucomatous flecks (subcapsular), right eye","366","Cataract","366-366.99","sense organs","0","1"
"H59.022","Cataract (lens) fragments in eye following cataract surgery, left eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.22","Cataract secondary to ocular disorders (degenerative) (inflammatory)","366","Cataract","366-366.99","sense organs","0","1"
"H26.33","Drug-induced cataract, bilateral","366","Cataract","366-366.99","sense organs","0","1"
"H26.223","Cataract secondary to ocular disorders (degenerative) (inflammatory), bilateral","366","Cataract","366-366.99","sense organs","0","1"
"E10.36","Type 1 diabetes mellitus with diabetic cataract","366","Cataract","366-366.99","sense organs","0","1"
"H26.9","Unspecified cataract","366","Cataract","366-366.99","sense organs","0","1"
"H26.493","Other secondary cataract, bilateral","366","Cataract","366-366.99","sense organs","0","1"
"Z98.41","Cataract extraction status, right eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.30","Drug-induced cataract, unspecified eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.23","Glaucomatous flecks (subcapsular)","366","Cataract","366-366.99","sense organs","0","1"
"H26.412","Soemmering's ring, left eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.213","Cataract with neovascularization, bilateral","366","Cataract","366-366.99","sense organs","0","1"
"H26.419","Soemmering's ring, unspecified eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.4","Secondary cataract","366","Cataract","366-366.99","sense organs","0","1"
"H59.029","Cataract (lens) fragments in eye following cataract surgery, unspecified eye","366","Cataract","366-366.99","sense organs","0","1"
"Z96.1","Presence of intraocular lens","366","Cataract","366-366.99","sense organs","0","1"
"H26.239","Glaucomatous flecks (subcapsular), unspecified eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.499","Other secondary cataract, unspecified eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.413","Soemmering's ring, bilateral","366","Cataract","366-366.99","sense organs","0","1"
"E11.36","Type 2 diabetes mellitus with diabetic cataract","366","Cataract","366-366.99","sense organs","0","1"
"H26.41","Soemmering's ring","366","Cataract","366-366.99","sense organs","0","1"
"H26.2","Complicated cataract","366","Cataract","366-366.99","sense organs","0","1"
"H26.21","Cataract with neovascularization","366","Cataract","366-366.99","sense organs","0","1"
"H26.229","Cataract secondary to ocular disorders (degenerative) (inflammatory), unspecified eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.233","Glaucomatous flecks (subcapsular), bilateral","366","Cataract","366-366.99","sense organs","0","1"
"Z98.42","Cataract extraction status, left eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.20","Unspecified complicated cataract","366","Cataract","366-366.99","sense organs","0","1"
"E09.36","Drug or chemical induced diabetes mellitus with diabetic cataract","366","Cataract","366-366.99","sense organs","0","1"
"H26.491","Other secondary cataract, right eye","366","Cataract","366-366.99","sense organs","0","1"
"H59.023","Cataract (lens) fragments in eye following cataract surgery, bilateral","366","Cataract","366-366.99","sense organs","0","1"
"Z98.49","Cataract extraction status, unspecified eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.219","Cataract with neovascularization, unspecified eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.232","Glaucomatous flecks (subcapsular), left eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.222","Cataract secondary to ocular disorders (degenerative) (inflammatory), left eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.211","Cataract with neovascularization, right eye","366","Cataract","366-366.99","sense organs","0","1"
"H26.221","Cataract secondary to ocular disorders (degenerative) (inflammatory), right eye","366","Cataract","366-366.99","sense organs","0","1"
"D61.810","Antineoplastic chemotherapy induced pancytopenia","284.1","Pancytopenia","280-285.99","hematopoietic","1","1"
"D61.811","Other drug-induced pancytopenia","284.1","Pancytopenia","280-285.99","hematopoietic","1","1"
"D61.818","Other pancytopenia","284.1","Pancytopenia","280-285.99","hematopoietic","1","1"
"D61.81","Pancytopenia","284.1","Pancytopenia","280-285.99","hematopoietic","1","1"
"G47.8","Other sleep disorders","327","Sleep disorders","327-328.99","neurological","0","1"
"F51.9","Sleep disorder not due to a substance or known physiological condition, unspecified","327","Sleep disorders","327-328.99","neurological","0","1"
"G47.9","Sleep disorder, unspecified","327","Sleep disorders","327-328.99","neurological","0","1"
"G47","Sleep disorders","327","Sleep disorders","327-328.99","neurological","0","1"
"F51.8","Other sleep disorders not due to a substance or known physiological condition","327","Sleep disorders","327-328.99","neurological","0","1"
"M27.53","Endodontic underfill","526","Diseases of the jaws","520-526.99","digestive","0","1"
"M27.52","Endodontic overfill","526","Diseases of the jaws","520-526.99","digestive","0","1"
"M27.1","Giant cell granuloma, central","526","Diseases of the jaws","520-526.99","digestive","0","1"
"M27.59","Other periradicular pathology associated with previous endodontic treatment","526","Diseases of the jaws","520-526.99","digestive","0","1"
"M27.5","Periradicular pathology associated with previous endodontic treatment","526","Diseases of the jaws","520-526.99","digestive","0","1"
"M27.51","Perforation of root canal space due to endodontic treatment","526","Diseases of the jaws","520-526.99","digestive","0","1"
"R68.84","Jaw pain","526","Diseases of the jaws","520-526.99","digestive","0","1"
"P58.42","Neonatal jaundice due to drugs or toxins given to newborn","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P58.41","Neonatal jaundice due to drugs or toxins transmitted from mother","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P59.3","Neonatal jaundice from breast milk inhibitor","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P59.8","Neonatal jaundice from other specified causes","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P58.1","Neonatal jaundice due to bleeding","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P58.9","Neonatal jaundice due to excessive hemolysis, unspecified","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P58.0","Neonatal jaundice due to bruising","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P59","Neonatal jaundice from other and unspecified causes","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P59.29","Neonatal jaundice from other hepatocellular damage","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P59.9","Neonatal jaundice, unspecified","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P59.20","Neonatal jaundice from unspecified hepatocellular damage","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P58.3","Neonatal jaundice due to polycythemia","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P58.5","Neonatal jaundice due to swallowed maternal blood","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P58.8","Neonatal jaundice due to other specified excessive hemolysis","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P58","Neonatal jaundice due to other excessive hemolysis","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P58.4","Neonatal jaundice due to drugs or toxins transmitted from mother or given to newborn","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P59.1","Inspissated bile syndrome","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P59.2","Neonatal jaundice from other and unspecified hepatocellular damage","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P59.0","Neonatal jaundice associated with preterm delivery","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"P58.2","Neonatal jaundice due to infection","656.8","Perinatal jaundice","656-656.99","pregnancy complications","1","1"
"Q24.4","Congenital subaortic stenosis","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q21.3","Tetralogy of Fallot","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q21.0","Ventricular septal defect","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q21.2","Atrioventricular septal defect","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q21","Congenital malformations of cardiac septa","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q21.8","Other congenital malformations of cardiac septa","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q20.1","Double outlet right ventricle","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q20.8","Other congenital malformations of cardiac chambers and connections","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q20.4","Double inlet ventricle","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q21.1","Atrial septal defect","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q20.2","Double outlet left ventricle","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q20.6","Isomerism of atrial appendages","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q20.5","Discordant atrioventricular connection","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q20.3","Discordant ventriculoarterial connection","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"I27.83","Pulmonary hypertension with right to left shunt related to congenital heart disease","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q21.4","Aortopulmonary septal defect","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q21.9","Congenital malformation of cardiac septum, unspecified","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"Q20.0","Common arterial trunk","747.11","Cardiac shunt/ heart septal defect","747-747.99","congenital anomalies","1","1"
"E06.1","Subacute thyroiditis","245.1","Thyroiditis, acute and subacute","240-246.99","endocrine/metabolic","1","1"
"E06.0","Acute thyroiditis","245.1","Thyroiditis, acute and subacute","240-246.99","endocrine/metabolic","1","1"
"E13.69","Other specified diabetes mellitus with other specified complication","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.37X1","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, right eye","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.649","Other specified diabetes mellitus with hypoglycemia without coma","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13","Other specified diabetes mellitus","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.40","Other specified diabetes mellitus with diabetic neuropathy, unspecified","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.618","Other specified diabetes mellitus with other diabetic arthropathy","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.39","Other specified diabetes mellitus with other diabetic ophthalmic complication","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.01","Other specified diabetes mellitus with hyperosmolarity with coma","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.37X3","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.4","Other specified diabetes mellitus with neurological complications","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.638","Other specified diabetes mellitus with other oral complications","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.5","Other specified diabetes mellitus with circulatory complications","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.62","Other specified diabetes mellitus with skin complications","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.52","Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.9","Other specified diabetes mellitus without complications","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.36","Other specified diabetes mellitus with diabetic cataract","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.6","Other specified diabetes mellitus with other specified complications","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.37X9","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.63","Other specified diabetes mellitus with oral complications","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.51","Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.21","Other specified diabetes mellitus with diabetic nephropathy","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.64","Other specified diabetes mellitus with hypoglycemia","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.49","Other specified diabetes mellitus with other diabetic neurological complication","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.61","Other specified diabetes mellitus with diabetic arthropathy","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.621","Other specified diabetes mellitus with foot ulcer","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.41","Other specified diabetes mellitus with diabetic mononeuropathy","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.628","Other specified diabetes mellitus with other skin complications","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.630","Other specified diabetes mellitus with periodontal disease","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.0","Other specified diabetes mellitus with hyperosmolarity","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.22","Other specified diabetes mellitus with diabetic chronic kidney disease","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.8","Other specified diabetes mellitus with unspecified complications","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.620","Other specified diabetes mellitus with diabetic necrobiosis lipoidica","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.610","Other specified diabetes mellitus with diabetic neuropathic arthropathy","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.42","Other specified diabetes mellitus with diabetic polyneuropathy","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.44","Other specified diabetes mellitus with diabetic amyotrophy","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.43","Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.37X2","Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, left eye","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.10","Other specified diabetes mellitus with ketoacidosis without coma","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.1","Other specified diabetes mellitus with ketoacidosis","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.65","Other specified diabetes mellitus with hyperglycemia","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.00","Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.2","Other specified diabetes mellitus with kidney complications","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
"E13.641","Other specified diabetes mellitus with hypoglycemia with coma","250","Diabetes mellitus","249-250.99","endocrine/metabolic","0","1"
